Fault,MAP,TPS,Force,Power,RPM,Consumption L/H,Consumption L/100KM,Speed,CO,HC,CO2,O2,Lambda,AFR
0,1.522,1.227,99.594,2.607,4290.263,6.251,6.396,99.081,1.964,175.649,13.339,0.421,0.947,13.92
0,1.431,1.258,100.726,2.57,4532.607,6.355,6.492,98.471,2.025,175.387,13.172,0.414,0.918,13.497
0,1.492,1.227,99.578,2.676,4391.671,6.208,6.445,98.523,1.976,175.922,13.477,0.433,0.982,14.438
0,1.533,1.268,106.734,2.636,4461.01,6.428,6.248,99.085,1.994,174.439,13.074,0.417,0.918,13.498
0,1.522,1.227,101.273,2.572,4603.473,6.418,6.252,99.401,1.997,185.169,13.579,0.419,0.959,14.103
0,1.696,1.258,97.007,2.573,4458.152,6.285,6.137,102.08,2.026,174.981,13.313,0.418,0.938,13.786
0,1.685,1.227,100.512,2.535,4583.481,6.307,6.387,103.474,2.012,177.936,13.697,0.428,0.986,14.501
0,1.614,1.258,102.801,2.566,4629.395,6.632,6.743,99.845,2.002,178.514,13.279,0.414,0.926,13.618
0,1.645,1.258,99.86,2.687,4688.357,6.215,6.404,100.025,2.002,175.885,13.156,0.429,0.95,13.962
0,1.563,1.258,100.859,2.531,4591.349,6.435,6.562,95.898,2.001,178.163,13.7,0.425,0.98,14.406
0,1.685,1.278,99.339,2.634,4654.673,6.252,6.369,97.631,1.973,176.024,13.518,0.425,0.967,14.215
0,1.655,1.258,99.78,2.579,4648.054,6.416,6.514,99.154,2.057,175.701,14.142,0.418,0.997,14.652
0,1.573,1.288,103.116,2.609,4654.346,6.167,6.236,98.49,2.042,180.378,13.415,0.437,0.986,14.499
0,1.421,1.217,101.173,2.494,4414.436,6.103,6.452,98.57,1.918,182.714,13.775,0.411,0.953,14.013
0,1.451,1.258,101.107,2.642,4671.494,6.496,6.468,100.237,1.988,178.841,13.534,0.418,0.954,14.019
0,1.441,1.227,98.937,2.62,4523.709,6.125,6.553,97.133,1.94,176.539,13.647,0.422,0.97,14.257
0,1.482,1.248,103.737,2.605,4628.647,6.288,6.484,96.771,1.947,177.034,13.563,0.417,0.954,14.019
0,1.634,1.227,102.002,2.549,4615.728,6.582,6.44,96.711,2.001,177.248,13.284,0.433,0.968,14.234
0,1.645,1.248,99.142,2.531,4597.028,6.244,6.361,95.587,2.025,180.58,13.174,0.413,0.916,13.469
0,1.736,1.237,100.36,2.584,4487.184,6.381,6.312,100.045,2.013,182.099,13.03,0.416,0.913,13.42
0,1.543,1.248,103.328,2.674,4569.785,6.247,6.476,98.26,1.97,172.43,13.509,0.421,0.957,14.065
0,1.655,1.268,103.515,2.533,4644.477,6.56,6.313,98.674,1.968,177.939,13.418,0.43,0.973,14.301
0,1.512,1.258,103.126,2.511,4355.71,6.171,6.337,98.437,1.98,177.852,13.383,0.418,0.941,13.839
0,1.634,1.278,102.118,2.619,4678.501,6.263,6.343,98.763,1.942,181.728,13.426,0.43,0.972,14.286
0,1.645,1.248,102.541,2.589,4586.796,6.229,6.45,97.8,1.986,184.319,13.555,0.409,0.934,13.731
0,1.584,1.288,99.623,2.568,4483.525,6.303,6.118,96.111,2.003,178.023,13.83,0.393,0.914,13.441
0,1.482,1.217,100.906,2.668,4431.361,6.025,6.389,95.764,1.978,175.572,13.624,0.415,0.953,14.005
0,1.41,1.248,100.667,2.56,4623.925,6.079,6.761,99.98,1.924,172.72,14.265,0.411,0.988,14.528
0,1.471,1.217,96.837,2.576,4518.273,6.165,6.229,98.582,2.036,175.449,13.568,0.427,0.975,14.333
0,1.461,1.258,98.195,2.577,4642.988,6.362,6.373,95.728,1.956,176.541,13.71,0.433,1.0,14.7
0,1.573,1.248,97.498,2.586,4664.266,6.315,6.605,96.753,1.961,173.618,13.379,0.433,0.976,14.347
0,1.594,1.248,100.789,2.631,4497.234,6.465,6.396,103.425,2.006,175.381,13.359,0.417,0.938,13.789
0,1.685,1.248,104.497,2.598,4447.302,6.498,6.343,99.461,2.044,177.982,13.407,0.424,0.958,14.085
0,1.716,1.237,102.469,2.493,4467.971,6.47,6.513,97.194,2.032,178.057,13.609,0.428,0.981,14.426
0,1.533,1.268,102.464,2.628,4642.929,6.377,6.314,97.875,1.973,175.361,13.271,0.422,0.943,13.866
0,1.594,1.237,101.089,2.587,4663.165,6.301,6.599,99.555,1.945,177.982,13.432,0.416,0.941,13.827
0,1.685,1.288,101.484,2.491,4536.568,6.316,6.338,99.353,2.065,183.264,13.514,0.424,0.966,14.202
0,1.594,1.248,102.956,2.578,4456.25,6.287,6.22,97.742,2.077,175.609,13.292,0.414,0.927,13.625
0,1.553,1.299,100.316,2.608,4511.537,6.664,6.329,98.388,1.942,184.603,13.543,0.412,0.939,13.808
0,1.533,0.911,99.399,2.74,4479.85,6.044,6.473,95.786,1.944,180.285,13.6,0.422,0.968,14.226
0,1.39,1.258,102.435,2.662,4511.096,5.959,6.638,97.435,2.002,172.946,13.322,0.403,0.905,13.309
0,1.461,1.217,101.572,2.572,4615.702,6.335,6.41,99.023,1.996,180.969,13.78,0.419,0.973,14.297
0,1.543,1.258,98.246,2.598,4527.95,6.246,6.352,98.701,1.98,182.385,13.504,0.412,0.936,13.761
0,1.492,1.227,101.754,2.553,4570.574,6.384,6.443,100.211,2.02,183.937,13.115,0.428,0.946,13.91
0,1.624,1.258,103.143,2.568,4525.063,6.539,6.578,95.048,1.924,177.917,13.307,0.428,0.958,14.088
0,1.655,1.237,98.805,2.528,4437.926,6.384,6.347,96.48,1.98,174.564,13.627,0.41,0.941,13.831
0,1.767,1.248,101.298,2.668,4528.303,6.187,6.447,96.303,1.978,171.42,13.447,0.429,0.971,14.274
0,1.563,1.268,101.843,2.553,4600.954,6.296,6.263,98.84,2.011,178.783,13.91,0.43,1.008,14.82
0,1.655,1.248,99.879,2.662,4551.52,6.486,6.454,98.002,1.966,180.26,13.316,0.42,0.943,13.858
0,1.624,1.278,100.942,2.574,4623.758,6.272,6.291,97.504,2.021,181.088,13.727,0.421,0.972,14.295
0,1.655,1.258,103.225,2.668,4600.209,6.057,6.413,99.062,1.929,173.895,13.575,0.409,0.935,13.75
0,1.573,1.288,101.919,2.611,4555.981,6.257,6.351,97.116,2.025,178.781,13.719,0.422,0.976,14.347
0,1.522,1.258,102.014,2.579,4625.413,6.282,6.578,98.238,2.089,177.923,13.594,0.431,0.986,14.497
0,1.471,1.258,104.581,2.569,4554.891,6.254,6.476,98.353,2.068,180.514,13.275,0.419,0.936,13.756
0,1.421,1.217,100.282,2.588,4493.784,6.596,6.28,97.615,2.014,178.818,13.307,0.411,0.921,13.545
0,1.563,1.258,98.444,2.578,4614.712,6.228,6.482,98.953,2.004,177.79,13.398,0.412,0.931,13.681
0,1.471,1.248,100.226,2.575,4483.828,6.384,6.68,99.247,2.011,176.142,13.949,0.408,0.959,14.1
0,1.624,1.248,104.645,2.57,4462.887,6.339,6.351,99.706,2.018,175.151,13.629,0.423,0.972,14.286
0,1.726,1.248,99.698,2.51,4716.137,6.513,6.592,98.349,2.025,177.045,13.116,0.422,0.933,13.714
0,1.594,1.237,97.754,2.604,4515.926,6.478,6.525,100.038,1.947,172.899,13.475,0.43,0.977,14.356
0,1.645,1.268,103.477,2.609,4407.637,6.377,6.463,96.69,2.008,181.106,13.854,0.425,0.991,14.567
0,1.604,1.237,99.0,2.624,4537.765,6.392,6.365,102.246,1.995,177.224,13.391,0.439,0.991,14.567
0,1.614,1.278,99.451,2.654,4602.272,6.313,6.484,96.898,1.946,179.631,13.111,0.425,0.938,13.785
0,1.696,1.248,101.407,2.573,4642.743,6.484,6.507,96.828,1.937,175.398,13.749,0.418,0.967,14.213
0,1.614,1.278,99.763,2.543,4573.663,6.435,6.371,93.328,2.064,180.873,13.52,0.421,0.958,14.089
0,1.492,1.258,104.939,2.636,4489.322,6.307,6.461,98.24,1.961,175.485,13.34,0.415,0.932,13.703
0,1.441,1.248,95.72,2.665,4493.049,6.324,6.501,96.305,1.952,176.775,13.891,0.415,0.972,14.287
0,1.451,1.248,104.024,2.759,4630.33,6.368,6.532,98.233,1.989,182.524,13.299,0.412,0.924,13.578
0,1.441,1.237,100.598,2.746,4562.296,6.273,6.755,96.546,2.021,182.794,13.448,0.433,0.982,14.434
0,1.573,1.248,101.976,2.541,4560.839,6.506,6.375,96.568,1.994,180.733,13.149,0.422,0.935,13.746
0,1.614,1.237,99.378,2.628,4551.873,6.378,6.35,95.171,2.032,177.766,13.168,0.424,0.941,13.828
0,1.706,1.248,103.34,2.596,4588.027,6.186,6.399,96.933,2.062,178.277,12.747,0.437,0.939,13.796
0,1.624,1.237,103.527,2.552,4531.707,6.301,6.377,96.329,2.011,173.716,13.915,0.418,0.98,14.402
0,1.563,1.278,102.027,2.553,4578.502,6.257,6.581,101.272,2.026,182.261,13.007,0.43,0.942,13.848
0,1.624,1.237,102.076,2.644,4490.309,6.226,6.558,98.758,1.993,177.827,13.298,0.412,0.924,13.579
0,1.543,1.278,97.591,2.588,4468.471,6.281,6.324,96.555,1.949,174.074,13.937,0.415,0.974,14.315
0,1.716,1.248,103.154,2.681,4568.681,6.346,6.412,98.999,2.031,179.83,13.498,0.419,0.953,14.007
0,1.584,1.278,100.737,2.583,4636.217,6.468,6.367,96.279,1.995,179.813,13.549,0.431,0.983,14.457
0,1.594,1.248,100.996,2.637,4570.119,6.554,6.515,95.484,2.071,172.177,13.69,0.415,0.958,14.075
0,1.482,1.258,101.542,2.63,4759.706,6.48,6.351,99.103,1.996,174.124,13.394,0.423,0.954,14.027
0,1.441,1.227,100.184,2.562,4495.853,6.183,6.57,102.2,1.982,182.037,13.578,0.421,0.962,14.143
0,1.502,1.237,101.52,2.66,4661.979,6.273,6.401,95.922,1.968,179.996,13.25,0.424,0.945,13.895
0,1.492,1.258,99.867,2.528,4541.522,6.473,6.117,100.066,2.048,180.835,13.613,0.417,0.956,14.053
0,1.614,1.237,98.369,2.555,4678.921,6.254,6.545,99.911,2.006,178.944,13.704,0.42,0.969,14.251
0,1.584,1.258,99.995,2.5,4486.227,6.308,6.121,97.661,1.968,174.353,13.66,0.42,0.967,14.208
0,1.736,1.227,100.621,2.617,4500.511,6.396,6.394,98.933,1.966,173.343,13.204,0.425,0.945,13.887
0,1.624,1.268,101.931,2.593,4588.775,6.41,6.47,99.948,1.968,177.257,13.57,0.4,0.915,13.448
0,1.553,1.237,100.822,2.619,4546.973,6.379,6.421,102.055,1.984,178.693,13.349,0.423,0.951,13.979
0,1.675,1.278,103.592,2.682,4694.633,6.281,6.271,93.165,1.97,172.504,13.363,0.425,0.957,14.065
0,1.655,1.248,100.298,2.576,4447.386,6.279,6.298,96.544,1.984,183.189,13.269,0.43,0.961,14.125
0,1.533,1.278,106.861,2.7,4580.738,6.152,6.668,97.336,1.989,178.916,13.283,0.403,0.903,13.27
0,1.543,1.278,102.754,2.689,4618.612,6.487,6.462,95.964,1.958,179.95,13.627,0.427,0.981,14.419
0,1.461,1.237,100.771,2.586,4571.526,6.374,6.354,97.124,2.01,174.44,12.857,0.422,0.914,13.438
0,1.359,1.248,99.578,2.579,4673.899,6.348,6.408,95.503,1.993,179.035,13.633,0.411,0.943,13.858
0,1.543,1.237,101.712,2.599,4500.974,6.311,6.298,96.828,1.897,178.394,13.017,0.416,0.913,13.418
0,1.492,1.258,100.243,2.562,4472.657,6.524,6.372,96.452,2.042,170.368,13.405,0.41,0.927,13.621
0,1.553,1.227,102.849,2.572,4606.706,6.549,6.341,98.118,1.969,179.786,13.037,0.408,0.896,13.164
0,1.614,1.258,100.538,2.599,4520.393,6.317,6.612,95.472,1.972,177.816,13.758,0.416,0.963,14.156
0,1.736,1.227,102.197,2.566,4581.612,6.455,6.213,96.734,1.994,177.76,13.64,0.424,0.974,14.323
0,1.696,1.258,104.674,2.679,4681.789,6.134,6.528,98.103,1.902,177.546,13.77,0.413,0.959,14.095
0,1.563,1.237,102.948,2.659,4574.394,6.225,6.275,94.482,2.01,175.015,13.913,0.423,0.99,14.557
0,1.685,1.268,99.186,2.559,4400.343,6.377,6.351,97.431,1.958,177.445,13.294,0.407,0.911,13.397
0,1.614,1.278,100.83,2.579,4586.377,6.591,6.685,97.33,2.083,175.272,13.69,0.417,0.961,14.123
0,1.614,1.268,103.175,2.582,4548.672,6.295,6.487,101.018,1.983,178.147,13.663,0.425,0.977,14.365
0,1.522,1.278,99.638,2.646,4554.702,6.524,6.539,96.155,1.941,177.335,13.684,0.41,0.946,13.901
0,1.482,1.227,106.265,2.602,4661.159,6.45,6.227,99.057,1.948,177.155,13.633,0.429,0.984,14.466
0,1.4,1.258,101.89,2.656,4616.619,6.399,6.693,101.502,1.992,176.12,13.73,0.438,1.012,14.872
0,1.492,1.227,102.193,2.592,4631.075,6.568,6.476,99.115,2.067,180.764,12.981,0.417,0.911,13.387
0,1.522,1.268,102.41,2.621,4596.573,6.315,6.755,99.877,1.984,183.122,14.0,0.42,0.991,14.574
0,1.502,1.217,98.523,2.632,4479.218,6.355,6.17,96.236,1.929,176.174,13.42,0.423,0.956,14.051
0,1.716,1.248,102.701,2.65,4468.88,6.492,6.418,98.784,1.975,173.26,13.8,0.427,0.992,14.576
0,1.675,1.227,98.644,2.668,4435.169,6.433,6.297,98.449,1.925,175.741,13.746,0.415,0.96,14.116
0,1.604,1.237,102.096,2.575,4647.576,6.325,6.481,93.93,1.905,176.382,13.644,0.42,0.964,14.172
0,1.655,1.258,101.447,2.565,4726.556,6.342,6.179,98.439,2.003,177.285,13.687,0.413,0.952,13.993
0,1.563,1.248,100.974,2.696,4657.977,6.241,6.317,96.009,1.971,183.498,13.022,0.415,0.911,13.394
0,1.696,1.278,100.037,2.655,4607.69,6.353,6.41,93.141,1.933,179.445,13.756,0.431,0.999,14.692
0,1.645,1.248,100.032,2.596,4577.853,6.252,6.57,95.656,1.944,176.987,13.04,0.422,0.928,13.638
0,1.584,1.299,103.53,2.573,4607.017,6.123,6.563,100.678,2.002,180.054,13.97,0.427,1.005,14.776
0,1.41,1.217,102.174,2.628,4670.093,6.261,6.301,97.959,1.965,177.994,13.289,0.428,0.958,14.089
0,1.492,1.248,102.519,2.627,4409.916,6.42,6.354,99.731,1.924,182.327,13.67,0.421,0.968,14.236
0,1.4,1.217,98.201,2.564,4614.264,6.383,6.474,99.084,1.959,176.47,13.655,0.428,0.984,14.462
0,1.543,1.237,103.718,2.623,4502.866,6.332,6.293,97.524,1.945,171.628,13.373,0.425,0.958,14.083
0,1.604,1.248,100.389,2.633,4433.411,6.426,6.204,97.669,1.971,177.015,13.719,0.41,0.947,13.922
0,1.655,1.237,100.751,2.688,4588.094,6.438,6.644,96.501,2.025,178.632,13.865,0.423,0.988,14.52
0,1.726,1.258,103.07,2.557,4492.086,6.355,6.334,100.341,1.984,178.179,13.574,0.43,0.983,14.455
0,1.533,1.237,100.129,2.664,4449.896,6.514,6.344,99.138,2.006,177.454,13.367,0.424,0.954,14.022
0,1.645,1.278,99.692,2.664,4603.583,6.598,6.516,99.171,1.973,183.405,14.19,0.434,1.036,15.236
0,1.502,1.248,100.336,2.66,4551.326,6.37,6.074,99.763,1.989,175.805,13.437,0.424,0.959,14.093
0,1.685,1.278,100.253,2.588,4465.828,6.474,6.637,96.625,2.043,179.723,13.486,0.428,0.973,14.298
0,1.624,1.237,100.587,2.672,4806.112,6.076,6.53,98.479,2.044,179.008,13.398,0.415,0.936,13.757
0,1.594,1.288,101.968,2.569,4609.469,6.081,6.375,98.788,1.993,177.333,13.365,0.421,0.947,13.92
0,1.482,1.227,97.095,2.623,4573.582,6.097,6.381,97.331,1.989,172.283,13.802,0.417,0.97,14.256
0,1.4,1.258,103.592,2.578,4412.423,6.348,6.574,97.649,2.027,177.914,13.791,0.413,0.958,14.087
0,1.492,1.258,102.775,2.615,4704.408,6.111,6.538,99.225,1.984,183.269,13.848,0.436,1.018,14.96
0,1.482,1.237,102.41,2.606,4609.308,6.085,6.477,97.843,2.034,173.727,13.332,0.426,0.957,14.072
0,1.553,1.268,102.92,2.522,4565.09,6.44,6.553,98.052,2.006,175.342,13.335,0.432,0.971,14.277
0,1.614,1.237,100.521,2.623,4450.598,6.3,6.468,95.906,1.976,179.632,13.348,0.421,0.946,13.901
0,1.685,1.258,102.412,2.522,4543.359,6.215,6.464,101.712,1.927,176.918,13.621,0.426,0.977,14.36
0,1.696,1.237,100.422,2.645,4648.634,6.197,6.413,100.019,2.032,177.518,13.142,0.425,0.942,13.845
0,1.573,1.278,101.216,2.633,4536.885,6.34,6.4,98.234,1.934,178.023,13.66,0.434,0.999,14.678
0,1.594,1.237,104.049,2.474,4582.511,6.054,6.412,97.228,1.953,174.91,13.533,0.419,0.955,14.032
0,1.706,1.278,104.686,2.624,4590.926,6.238,6.385,100.32,2.001,179.647,12.817,0.418,0.902,13.266
0,1.553,1.268,97.112,2.629,4730.801,6.319,6.383,97.383,1.986,173.56,13.644,0.435,1.0,14.707
0,1.573,1.278,98.656,2.57,4792.108,6.279,6.473,99.902,1.966,174.432,13.656,0.427,0.982,14.43
0,1.441,1.248,95.398,2.587,4588.701,6.437,6.419,97.166,1.947,178.11,13.492,0.425,0.965,14.188
0,1.41,1.186,100.229,2.539,4497.239,6.481,6.435,98.05,1.94,177.721,13.734,0.431,0.998,14.667
0,1.431,1.258,103.049,2.608,4371.579,6.083,6.312,96.732,2.038,174.636,14.078,0.422,1.001,14.721
0,1.563,1.227,102.324,2.699,4555.427,6.341,6.279,96.496,2.049,179.275,13.202,0.397,0.883,12.983
0,1.502,1.268,101.503,2.628,4573.221,6.352,6.242,98.035,1.995,182.023,13.762,0.427,0.989,14.537
0,1.604,1.227,101.824,2.599,4474.636,6.168,6.394,100.239,2.028,176.207,13.226,0.43,0.958,14.08
0,1.696,1.258,101.142,2.537,4628.576,6.249,6.367,100.735,2.004,172.327,13.481,0.422,0.958,14.079
0,1.746,1.217,98.429,2.622,4518.459,6.316,6.648,98.468,1.972,172.944,13.179,0.428,0.949,13.951
0,1.584,1.258,99.165,2.643,4596.847,6.296,6.471,100.453,2.029,178.276,13.573,0.419,0.957,14.069
0,1.614,1.268,98.569,2.564,4411.007,6.297,6.244,97.686,2.026,182.647,13.585,0.414,0.947,13.917
0,1.685,1.258,101.061,2.569,4651.346,6.424,6.435,99.452,2.097,181.619,13.436,0.425,0.962,14.141
0,1.584,1.278,102.098,2.532,4488.044,6.376,6.591,100.197,1.973,176.789,13.346,0.426,0.958,14.077
0,1.594,1.268,102.014,2.671,4532.335,6.259,6.265,95.672,1.988,183.04,13.416,0.427,0.965,14.182
0,1.512,1.197,102.078,2.672,4602.114,6.539,6.33,98.388,2.017,170.16,13.323,0.427,0.958,14.078
0,1.451,1.217,102.158,2.627,4528.138,6.108,6.158,98.318,1.999,177.849,13.781,0.419,0.972,14.282
0,1.431,1.258,101.603,2.514,4571.991,6.224,6.404,99.372,1.952,176.229,13.121,0.417,0.922,13.549
0,1.533,1.227,102.954,2.641,4525.788,6.456,6.33,96.59,2.035,172.648,13.61,0.419,0.961,14.121
0,1.492,1.248,103.626,2.603,4748.231,6.355,6.448,96.935,1.905,177.355,13.57,0.409,0.936,13.756
0,1.614,1.248,102.666,2.587,4510.326,6.271,6.401,98.576,1.973,176.422,13.019,0.429,0.94,13.818
0,1.767,1.248,100.182,2.627,4713.499,6.259,6.266,99.138,2.008,180.266,13.46,0.422,0.956,14.05
0,1.533,1.248,99.251,2.646,4474.785,6.468,6.53,99.575,2.03,172.808,13.901,0.422,0.988,14.522
0,1.696,1.248,100.4,2.594,4661.075,6.252,6.31,96.331,1.947,179.503,13.274,0.407,0.91,13.371
0,1.543,1.278,98.878,2.608,4591.496,6.07,6.315,95.69,2.083,175.845,13.566,0.427,0.976,14.345
0,1.634,1.248,103.078,2.635,4590.201,6.447,6.247,98.984,1.948,179.99,13.011,0.439,0.962,14.137
0,1.675,1.278,105.126,2.611,4438.859,6.419,6.43,97.382,2.031,182.238,13.292,0.416,0.931,13.69
0,1.614,1.248,100.43,2.579,4600.787,6.132,6.297,99.46,1.992,175.02,13.146,0.407,0.902,13.252
0,1.471,1.288,98.891,2.553,4571.814,6.362,6.293,98.219,1.971,173.133,13.449,0.429,0.972,14.294
0,1.441,1.227,99.164,2.607,4471.734,6.175,6.285,97.433,1.968,171.569,13.635,0.419,0.962,14.137
0,1.471,1.248,98.657,2.54,4683.508,6.215,6.202,97.221,2.012,176.645,13.525,0.42,0.958,14.081
0,1.4,1.237,98.279,2.566,4514.978,6.455,6.519,98.115,1.935,182.206,13.612,0.41,0.939,13.808
0,1.614,1.248,102.949,2.591,4732.999,6.546,6.528,99.743,2.002,175.175,13.405,0.413,0.933,13.719
0,1.573,1.248,101.531,2.574,4705.416,6.479,6.462,99.663,2.029,178.864,13.662,0.416,0.958,14.086
0,1.767,1.237,98.383,2.707,4573.024,6.292,6.405,97.832,1.951,177.231,13.614,0.419,0.962,14.138
0,1.543,1.258,99.437,2.583,4711.21,6.469,6.54,99.745,1.98,183.896,13.817,0.431,1.003,14.742
0,1.634,1.237,101.086,2.631,4604.667,6.331,6.34,96.461,1.999,167.683,13.47,0.419,0.95,13.968
0,1.553,1.268,101.842,2.639,4651.18,6.112,6.518,97.301,2.0,179.364,13.313,0.423,0.948,13.939
0,1.584,1.248,98.918,2.6,4458.883,6.336,6.661,96.716,2.073,180.919,13.697,0.431,0.995,14.628
0,1.696,1.278,100.28,2.618,4572.768,6.294,6.467,97.74,1.977,178.947,14.011,0.414,0.978,14.373
0,1.584,1.248,99.293,2.54,4661.395,6.177,6.401,97.374,2.001,180.897,13.789,0.412,0.957,14.064
0,1.604,1.288,100.566,2.551,4445.976,6.322,6.651,97.088,1.948,174.081,13.299,0.427,0.957,14.075
0,1.37,1.258,100.047,2.678,4526.899,6.304,6.541,97.031,2.08,175.203,13.682,0.413,0.952,13.993
0,1.502,1.237,100.204,2.609,4446.017,6.171,6.613,94.605,1.938,170.435,13.379,0.411,0.926,13.61
0,1.441,1.248,97.755,2.566,4611.804,6.239,6.46,96.964,1.975,178.356,13.626,0.422,0.968,14.23
0,1.553,1.237,102.997,2.663,4607.949,6.187,6.28,100.428,1.976,179.735,13.832,0.42,0.979,14.392
0,1.594,1.258,98.456,2.713,4502.451,6.542,6.407,100.906,1.904,176.193,13.797,0.422,0.98,14.411
0,1.655,1.227,102.948,2.537,4578.029,6.222,6.246,101.413,1.993,173.62,13.338,0.438,0.984,14.465
0,1.706,1.258,100.933,2.621,4617.686,6.33,6.357,100.322,2.005,176.312,13.956,0.418,0.983,14.445
0,1.594,1.237,103.302,2.547,4461.254,6.042,6.279,96.325,1.99,179.659,13.433,0.411,0.93,13.675
0,1.573,1.268,102.403,2.694,4618.056,6.381,6.518,99.923,1.974,177.338,13.556,0.418,0.954,14.019
0,1.716,1.237,98.075,2.557,4608.0,6.356,6.441,95.807,2.014,178.91,14.022,0.419,0.99,14.55
0,1.655,1.278,102.004,2.626,4560.373,6.537,6.401,100.102,1.998,171.971,13.627,0.417,0.957,14.061
0,1.512,1.268,102.535,2.683,4590.596,6.391,6.352,95.59,1.981,175.659,13.513,0.426,0.97,14.255
0,1.584,1.278,100.199,2.515,4469.447,6.254,6.49,96.118,2.029,175.413,13.477,0.411,0.933,13.716
0,1.431,1.258,100.996,2.576,4651.702,6.302,6.545,99.956,2.014,173.615,13.363,0.41,0.923,13.57
0,1.441,1.237,101.334,2.683,4590.056,6.276,6.454,98.398,1.999,174.987,12.989,0.426,0.933,13.715
0,1.533,1.258,103.025,2.568,4647.962,6.296,6.678,95.992,2.014,177.063,13.161,0.429,0.95,13.964
0,1.533,1.227,99.918,2.576,4611.609,6.628,6.558,96.439,2.002,173.138,13.578,0.419,0.957,14.072
0,1.553,1.268,98.989,2.675,4498.831,6.433,6.401,95.921,1.974,177.212,13.594,0.426,0.976,14.348
0,1.645,1.227,105.248,2.576,4514.248,6.336,6.533,94.828,2.054,183.878,13.431,0.425,0.961,14.121
0,1.767,1.258,100.101,2.596,4595.083,6.319,6.483,100.718,2.054,175.082,13.314,0.429,0.963,14.152
0,1.634,1.227,101.387,2.575,4731.874,6.346,6.248,98.496,1.956,183.294,13.023,0.404,0.885,13.017
0,1.614,1.268,102.706,2.57,4488.794,6.288,6.7,101.124,1.962,173.686,13.234,0.415,0.924,13.583
0,1.655,1.268,102.921,2.649,4497.216,6.364,6.416,98.167,1.966,181.809,13.687,0.422,0.973,14.303
0,1.634,1.268,100.571,2.638,4593.625,6.254,6.441,100.483,2.013,178.766,13.485,0.427,0.971,14.271
0,1.584,1.299,100.537,2.595,4667.573,6.551,6.494,97.452,1.998,177.776,13.065,0.42,0.925,13.598
0,1.512,1.268,95.429,2.705,4461.563,6.114,6.343,99.203,1.972,175.874,13.3,0.419,0.938,13.786
0,1.482,1.268,99.414,2.643,4590.715,5.92,6.405,96.498,2.027,178.614,13.39,0.425,0.958,14.078
0,1.431,1.227,105.088,2.621,4520.358,6.182,6.335,98.185,2.006,177.193,13.571,0.416,0.95,13.967
0,1.522,1.258,101.759,2.662,4376.917,6.365,6.569,99.299,2.023,181.034,13.795,0.427,0.991,14.574
0,1.471,1.217,100.348,2.589,4652.609,6.477,6.376,101.307,1.977,173.551,13.346,0.416,0.936,13.759
0,1.584,1.248,98.743,2.652,4386.581,6.223,6.436,96.104,2.031,178.392,13.496,0.424,0.964,14.164
0,1.706,1.258,102.285,2.584,4753.169,6.281,6.538,99.335,1.953,175.752,14.096,0.422,1.002,14.724
0,1.645,1.237,98.502,2.576,4495.575,6.233,6.434,98.548,1.949,180.005,13.582,0.412,0.942,13.846
0,1.614,1.268,103.85,2.613,4543.98,6.307,6.705,97.265,2.062,175.659,13.106,0.421,0.93,13.667
0,1.634,1.237,101.419,2.535,4345.116,6.111,6.419,96.164,1.993,185.726,13.482,0.422,0.958,14.081
0,1.584,1.278,97.93,2.634,4613.728,6.333,6.631,98.551,1.923,177.091,13.726,0.42,0.972,14.288
0,1.706,1.248,101.168,2.623,4401.608,6.568,6.484,97.326,1.977,174.013,13.506,0.418,0.95,13.971
0,1.594,1.278,100.215,2.509,4503.529,6.498,6.467,99.13,1.925,179.675,13.52,0.421,0.958,14.081
0,1.522,1.248,99.721,2.603,4793.06,6.296,6.393,96.544,1.927,167.128,13.572,0.43,0.984,14.462
0,1.41,1.248,101.805,2.546,4697.814,6.229,6.382,98.002,1.981,171.131,13.074,0.423,0.932,13.701
0,1.451,1.237,100.211,2.625,4449.707,6.213,6.595,98.216,2.008,173.03,13.498,0.43,0.977,14.362
0,1.421,1.248,99.782,2.569,4653.137,6.234,6.422,99.318,1.955,177.292,13.614,0.421,0.965,14.183
0,1.533,1.248,101.773,2.535,4732.089,6.441,6.373,97.347,1.985,179.623,13.294,0.425,0.952,13.995
0,1.604,1.237,100.73,2.633,4662.361,6.494,6.564,99.236,1.952,175.845,13.477,0.42,0.953,14.011
0,1.655,1.258,97.174,2.616,4452.44,6.416,6.528,97.031,1.979,177.488,13.421,0.42,0.949,13.944
0,1.696,1.227,98.739,2.605,4301.454,6.522,6.406,100.044,2.011,171.983,13.548,0.43,0.98,14.408
0,1.543,1.278,101.971,2.601,4509.694,6.386,6.485,98.969,1.94,172.11,13.511,0.408,0.929,13.659
0,1.655,1.237,102.124,2.569,4595.197,6.34,6.351,96.676,2.055,180.921,13.536,0.41,0.934,13.726
0,1.502,1.278,99.023,2.531,4544.642,6.388,6.285,98.829,2.041,171.438,13.678,0.434,1.0,14.698
0,1.685,1.237,98.501,2.637,4560.02,6.291,6.173,97.676,2.059,182.291,13.75,0.417,0.965,14.18
0,1.604,1.278,103.345,2.539,4624.265,6.138,6.471,99.636,2.062,177.787,13.126,0.422,0.933,13.712
0,1.594,1.268,100.774,2.63,4706.456,6.348,6.498,99.946,1.975,179.609,13.361,0.436,0.981,14.423
